"hispanic","Gender","LifeSat1","LifeSat2","LifeSat3","LifeSat4","LifeSatA","PYDI1Ab","PYDI2Ab","PYDI3Ab","PYDI4Ab","PYDI5Ab","PYDI6Ab","PYDI7Ab"
0,1,5,5,5,5,77,1,1,1,1,1,1,1
1,1,5,4,3,4,48,1,1,1,1,1,1,1
1,2,4,4,4,4,65,0,1,1,1,1,1,1
0,2,5,4,5,4,70,0,1,1,1,1,1,1
0,2,5,4,5,5,89,0,1,1,1,1,1,1
0,1,4,2,3,2,55,0,1,1,1,1,1,1
0,2,6,6,6,5,88,0,1,1,1,1,1,1
0,1,2,6,6,3,61,1,1,0,1,1,1,1
0,1,5,4,4,4,75,1,1,0,1,1,1,1
0,2,6,6,6,5,86,1,1,0,1,0,0,1
1,2,6,4,4,4,80,0,1,1,1,1,1,1
0,1,3,1,2,2,50,1,1,1,1,1,1,1
0,1,4,2,3,3,70,1,1,1,1,1,1,1
1,2,4,4,4,2,83,1,1,1,1,1,1,1
0,1,5,4,5,4,84,1,1,1,1,1,1,1
0,2,5,3,5,3,50,0,1,1,1,1,1,1
1,1,4,2,3,4,81,0,1,1,0,0,1,1
1,1,5,3,5,4,80,1,1,1,1,1,1,1
0,1,5,2,5,3,75,1,1,0,1,1,1,1
0,1,5,4,2,4,45,1,1,1,0,1,1,1
1,2,5,4,4,4,77,1,1,1,1,1,1,1
0,2,6,5,6,6,85,0,1,0,1,0,1,0
0,2,5,4,5,5,75,1,1,1,1,0,1,0
0,1,5,4,4,4,71,1,1,1,1,1,1,1
1,2,5,3,5,5,84,0,1,0,1,0,0,0
1,1,5,3,3,4,81,0,1,1,1,1,1,1
0,1,4,4,4,4,60,1,1,1,1,1,1,1
0,2,4,5,3,4,53,1,1,1,1,1,1,1
0,1,5,6,5,5,80,0,1,1,1,1,1,1
0,2,4,2,2,5,50,0,1,1,1,1,0,1
0,1,4,4,3,5,77,0,1,1,1,0,1,1
0,2,4,3,4,4,63,0,1,1,1,0,1,0
0,1,5,4,4,4,87,1,1,1,1,1,1,1
0,1,4,3,3,3,40,1,1,1,1,0,1,1
0,1,4,4,4,4,47,1,1,1,1,0,0,1
1,2,5,2,5,6,80,1,1,1,1,1,1,1
0,1,6,1,5,4,76,0,1,1,1,1,1,1
0,1,6,6,6,5,91,1,0,1,1,1,1,1
0,2,5,2,2,1,50,0,1,1,1,1,1,1
0,1,6,4,5,4,60,1,1,1,1,0,1,1
1,1,4,3,4,4,61,1,1,1,1,0,1,1
0,2,6,1,5,2,70,0,1,1,1,0,1,0
0,2,4,4,5,5,87,1,1,1,1,1,1,1
1,1,4,3,3,4,82,0,1,1,1,1,1,1
0,2,6,4,6,4,80,0,0,1,1,1,1,1
0,1,5,3,4,4,55,0,1,1,0,0,1,1
0,2,4,3,4,3,50,1,1,1,1,1,1,1
0,1,5,2,3,4,61,0,0,1,1,1,1,1
0,1,5,4,4,4,77,1,1,0,1,1,1,1
0,2,4,3,4,4,65,0,1,1,1,1,1,1
0,1,6,4,5,5,81,0,0,0,1,0,1,1
0,1,6,5,5,6,87,0,1,0,1,1,1,1
1,1,5,4,5,5,90,0,1,1,1,1,1,1
1,1,6,3,4,3,60,1,0,1,1,1,1,1
1,2,5,4,4,2,70,0,1,1,1,1,1,1
1,1,4,3,3,4,40,1,1,1,1,1,1,1
1,1,5,4,4,5,85,0,1,1,1,1,1,1
0,1,5,4,4,5,80,0,1,1,1,1,1,1
0,1,4,3,3,4,58,1,1,1,1,1,1,1
1,1,1,1,1,1,21,1,1,1,1,1,1,1
1,2,5,4,3,4,85,0,1,1,1,1,1,1
1,1,4,3,4,3,71,1,1,1,1,0,1,1
1,1,5,3,4,4,90,0,1,1,1,1,1,1
0,2,5,5,5,5,86,0,0,0,1,1,1,1
1,1,6,6,5,6,85,1,1,1,1,1,1,1
0,1,4,3,2,3,60,1,1,1,0,1,1,1
0,1,4,3,3,3,68,1,1,1,1,1,1,1
0,1,6,4,4,5,80,0,1,1,1,0,1,1
0,1,5,4,3,5,73,1,1,1,1,0,1,1
1,2,4,4,4,4,71,1,1,1,1,1,1,1
1,1,5,4,4,4,98,0,1,1,1,1,1,1
0,1,4,4,4,4,85,1,1,1,1,1,1,1
0,2,4,4,5,5,71,1,1,1,1,1,1,1
0,1,5,5,4,4,72,1,1,1,1,1,1,1
1,1,4,2,2,3,50,1,1,1,1,1,1,1
1,1,4,3,4,4,65,1,1,1,1,1,1,1
0,1,5,4,4,5,88,1,1,1,1,1,1,1
0,1,4,3,3,3,51,0,1,0,1,1,1,1
0,1,6,6,4,5,75,1,0,1,0,0,1,1
0,1,5,2,6,2,50,0,1,0,1,1,1,1
0,2,5,4,5,6,75,0,1,1,1,1,1,1
0,1,5,4,4,5,64,0,1,1,1,1,1,1
1,1,5,4,4,4,61,0,1,1,1,1,1,1
0,1,5,4,4,4,50,0,1,1,1,1,1,1
0,1,6,4,5,4,75,0,1,0,1,1,1,1
0,1,6,3,1,4,71,1,1,1,1,1,1,1
0,1,5,3,5,4,60,0,1,1,0,0,1,1
0,1,6,5,4,4,65,1,1,1,1,1,1,1
1,2,5,3,2,5,91,1,1,1,1,1,1,1
0,1,5,3,4,4,78,1,1,1,1,1,1,1
0,1,5,5,4,4,75,1,1,1,1,0,1,1
0,1,5,4,5,5,90,0,0,1,1,1,1,1
0,2,4,1,4,4,55,0,1,1,1,1,0,1
0,2,5,3,3,3,65,1,1,1,1,1,1,1
0,1,5,3,4,4,81,0,1,1,1,1,1,1
1,2,5,4,5,5,78,0,1,1,1,1,1,1
0,1,4,2,3,4,50,1,1,1,1,1,1,1
1,2,5,4,4,5,80,1,1,1,1,1,1,1
1,2,4,4,4,4,85,0,1,1,1,0,1,1
0,1,4,3,3,4,75,1,1,1,1,1,1,1
0,2,5,4,5,4,85,0,0,1,1,1,1,1
1,1,4,3,4,3,53,1,1,1,1,1,1,1
0,1,6,3,4,4,70,0,1,1,1,1,1,1
0,2,4,4,4,4,86,1,1,1,1,0,1,0
0,2,5,5,6,5,20,0,1,1,1,1,1,0
0,3,5,4,4,5,65,1,1,1,1,1,1,1
0,2,5,2,5,5,79,1,1,1,1,1,1,1
1,1,5,2,2,5,60,0,0,1,1,1,1,1
0,2,4,4,4,5,53,0,0,0,0,1,1,1
1,1,4,3,4,3,40,1,1,1,1,0,0,0
1,1,5,4,3,4,80,1,1,1,1,0,1,1
1,1,3,4,4,4,50,1,1,1,1,1,1,1
0,1,5,5,5,5,81,1,1,1,1,1,1,1
0,1,6,1,4,3,65,1,1,1,1,1,1,1
0,1,6,4,5,5,92,1,1,1,1,1,1,1
0,1,4,3,2,4,66,0,1,1,1,1,1,1
0,1,3,3,3,3,75,1,1,0,1,1,1,1
0,2,6,4,5,6,90,1,0,1,1,1,1,1
1,2,6,3,6,6,80,0,1,0,1,1,1,1
1,1,5,4,4,4,74,0,1,1,1,0,1,1
1,1,5,6,4,5,100,1,1,0,1,1,1,1
0,1,4,2,2,3,41,1,1,1,1,1,1,1
0,2,5,4,5,4,86,0,1,1,1,1,1,1
0,1,4,3,3,3,80,0,1,1,1,1,1,1
0,2,5,4,5,6,95,0,1,1,1,1,1,1
0,1,4,4,4,3,56,1,1,1,1,1,1,1
1,1,4,3,3,4,70,1,1,1,1,1,1,1
1,2,6,3,5,3,72,1,1,1,1,1,1,1
0,2,4,4,4,4,75,0,0,0,1,1,0,0
0,1,5,4,4,5,73,1,1,1,1,1,1,1
0,1,3,3,2,4,50,0,1,0,1,0,1,1
1,1,4,4,3,5,71,1,1,1,1,1,1,1
0,1,5,4,5,5,75,0,1,1,1,1,1,1
0,2,5,3,4,4,69,0,1,1,0,1,1,1
0,1,4,2,2,4,49,1,1,1,1,1,1,1
0,2,4,1,4,3,35,1,1,1,1,1,1,1
0,1,4,3,4,3,60,0,1,1,1,1,1,1
1,1,4,1,3,4,76,0,1,1,1,1,1,1
0,2,5,4,5,5,75,1,1,1,1,1,1,1
1,1,5,4,4,5,81,1,1,1,1,1,1,1
0,1,4,4,4,5,78,1,1,1,1,1,1,1
1,2,6,4,6,5,85,1,1,1,1,1,1,1
1,1,5,4,3,5,83,0,1,1,1,1,1,1
0,1,5,4,4,4,81,0,0,1,1,1,1,1
0,1,6,4,6,6,86,1,1,0,1,1,1,1
0,1,5,5,4,5,83,0,1,0,1,1,1,1
0,2,5,3,4,5,65,1,1,1,1,1,1,1
0,1,4,4,4,4,72,1,1,1,1,1,1,1
0,2,6,5,6,6,83,1,1,1,1,1,1,1
0,1,5,5,5,5,84,1,1,1,0,0,1,0
0,1,6,3,6,5,79,1,1,1,1,1,1,1
0,2,4,4,5,4,75,0,1,1,1,1,1,1
0,1,5,5,5,4,85,0,1,0,1,0,1,1
0,2,5,4,5,5,86,1,0,1,1,1,1,1
0,2,5,4,5,5,87,0,1,1,1,1,1,1
0,2,5,5,5,5,89,0,1,1,1,1,1,1
1,1,5,4,4,5,76,0,1,1,1,1,1,1
1,1,5,3,4,3,73,0,1,1,1,1,1,1
1,2,5,2,6,5,80,0,1,1,1,1,1,1
0,1,6,5,4,4,93,1,1,1,1,1,1,1
1,1,5,4,4,4,80,0,1,1,1,1,1,1
0,2,5,2,6,3,80,0,0,1,0,1,0,0
0,1,5,3,3,4,82,1,1,1,1,1,1,1
0,1,5,4,5,5,77,0,1,1,0,0,1,1
0,2,4,3,4,5,72,1,1,1,1,1,1,1
0,1,5,2,4,3,70,0,1,1,1,0,1,0
1,2,6,5,6,6,85,1,1,1,1,1,1,1
0,2,6,4,6,5,68,0,1,1,1,1,1,1
0,2,5,4,4,5,80,1,1,1,1,1,1,1
0,5,5,4,4,5,65,0,1,1,1,1,1,1
0,2,5,4,4,6,80,1,1,1,1,1,1,1
1,1,5,4,4,5,72,0,0,1,1,1,1,1
1,2,5,3,4,5,74,0,1,1,0,0,1,1
0,1,5,2,4,5,62,1,1,1,1,1,1,1
0,1,6,5,6,6,90,1,0,1,1,1,1,1
0,1,6,5,5,5,85,1,1,1,1,1,1,1
0,1,6,4,4,6,75,0,1,0,1,1,1,1
0,2,5,1,3,5,81,1,1,1,1,1,1,1
1,1,6,4,5,4,68,1,1,1,1,1,1,1
0,1,4,4,4,4,70,0,0,1,1,1,1,1
1,2,5,4,4,4,75,1,1,1,1,1,1,1
0,2,6,5,4,4,70,0,1,1,1,1,1,1
0,1,4,2,4,4,52,1,1,1,1,1,1,1
0,1,6,4,4,4,75,1,1,1,1,1,1,0
1,1,5,4,4,5,75,0,1,1,1,1,1,1
0,1,6,5,6,5,85,1,1,1,1,1,1,1
0,1,4,2,4,4,65,0,1,1,1,1,1,1
0,1,5,4,5,4,75,1,1,1,1,1,1,1
0,1,5,4,4,5,75,1,1,1,1,1,1,1
0,2,5,4,5,4,71,1,1,1,1,1,1,1
0,1,4,4,3,2,57,0,1,1,1,1,1,1
1,1,5,4,4,4,83,1,1,1,1,1,1,1
0,2,5,4,5,4,79,1,1,1,1,1,1,1
0,1,5,4,4,5,75,1,1,1,1,1,1,1
1,1,5,6,4,5,87,0,1,1,1,1,1,1
0,1,5,4,4,5,81,0,1,1,1,0,1,1
0,1,4,4,4,4,86,1,1,1,1,1,1,1
0,1,5,4,5,5,83,1,1,1,1,1,1,1
0,1,6,6,6,6,88,1,1,1,1,1,1,1
0,1,4,4,4,2,41,0,1,0,1,1,1,1
1,1,4,2,4,5,70,1,1,0,1,1,1,1
0,1,6,4,5,4,85,0,1,1,1,1,1,1
0,2,5,5,4,4,71,0,1,1,1,1,1,1
0,1,4,2,1,3,36,1,1,1,1,1,1,1
0,1,6,5,5,5,75,1,1,1,1,1,1,1
1,1,5,5,5,5,90,1,1,1,1,1,1,1
0,2,6,5,5,6,80,0,1,1,1,1,0,1
0,2,5,4,5,5,82,1,1,1,1,1,1,1
0,2,6,1,4,4,10,1,1,1,1,1,1,1
0,1,4,3,4,4,75,1,1,1,1,0,1,1
0,1,5,6,4,5,93,1,1,1,1,1,1,1
0,2,6,3,6,4,87,0,1,1,1,1,1,1
0,1,6,4,4,6,90,0,1,1,1,1,1,1
1,1,6,4,4,5,71,1,1,0,1,1,1,1
0,2,6,4,5,6,89,0,1,1,1,1,1,1
0,1,6,4,5,6,78,1,1,1,1,1,1,1
1,2,6,5,5,5,78,0,1,1,1,1,1,1
0,2,6,4,5,6,90,0,0,1,1,0,1,1
0,2,4,1,3,4,73,0,1,1,1,1,1,1
0,2,5,5,5,5,84,1,1,1,1,1,1,1
0,2,6,4,6,5,67,0,1,1,1,1,1,1
0,2,2,1,2,1,40,0,1,1,1,0,1,1
0,2,4,5,6,5,97,1,1,1,1,1,1,1
0,2,6,4,5,4,70,0,1,1,1,1,1,1
1,2,4,4,5,5,85,0,1,1,1,1,1,1
1,1,6,5,5,4,81,1,1,1,1,1,1,1
0,2,6,4,5,4,83,1,1,1,1,1,1,1
0,1,5,4,4,4,75,0,1,1,1,1,1,1
0,1,4,4,4,4,70,1,1,1,1,1,1,1
0,2,5,4,4,5,91,1,1,1,1,1,1,1
1,1,6,4,4,5,80,1,1,1,1,1,1,1
0,1,5,4,5,5,86,1,0,0,1,1,1,1
0,1,4,4,5,4,82,1,1,1,1,1,1,1
1,1,5,4,4,5,84,1,1,1,1,1,1,1
0,1,5,2,4,5,70,0,1,1,1,0,1,0
0,2,5,4,3,4,85,1,1,1,1,1,1,1
0,1,5,5,5,4,69,1,1,1,1,1,1,1
0,1,5,4,4,4,72,1,1,1,1,1,1,1
0,1,6,5,5,6,97,1,1,1,1,1,1,1
1,1,5,3,2,4,65,1,1,1,1,1,1,1
1,2,4,1,2,2,25,1,1,1,1,1,1,1
1,2,5,4,5,5,88,0,1,1,1,1,1,1
0,2,5,4,5,4,70,1,1,1,1,1,1,1
0,2,5,4,5,4,69,1,1,1,1,1,1,1
0,1,5,4,5,5,76,1,1,1,1,1,1,1
0,1,6,4,5,5,79,1,1,1,1,1,1,1
0,1,6,4,5,4,89,1,1,1,1,1,1,1
1,1,5,5,4,5,87,0,1,1,1,1,1,1
1,2,6,5,6,6,86,1,1,1,1,1,1,1
0,1,6,5,4,6,73,1,1,1,1,1,1,1
1,1,5,4,4,5,87,1,1,1,1,1,1,1
0,1,6,5,5,5,90,0,1,0,1,1,1,1
1,1,4,3,3,3,55,1,0,1,1,1,1,1
0,1,5,4,4,4,48,0,1,1,1,1,1,1
0,2,6,2,6,6,75,0,1,1,0,0,0,0
1,1,5,5,4,4,81,1,1,1,1,1,1,1
0,1,5,5,5,5,0,1,1,1,1,1,1,1
0,2,5,5,5,5,86,1,1,1,1,1,1,1
1,2,6,5,6,5,95,1,1,1,1,1,1,1
0,2,6,2,5,4,58,0,1,1,1,1,1,1
0,2,6,4,6,5,95,1,1,0,1,1,1,1
1,2,5,4,3,4,60,1,1,1,1,1,1,1
1,1,4,4,2,4,75,0,1,0,1,1,1,1
0,1,5,5,5,4,74,1,1,0,1,1,1,1
0,1,4,2,5,3,45,1,1,1,1,1,1,1
1,1,4,4,4,5,72,1,1,1,1,1,1,1
1,1,4,2,1,2,60,1,1,1,1,1,1,1
1,2,6,4,4,6,75,1,1,1,1,1,1,1
0,2,5,3,4,3,61,1,1,1,1,0,1,1
1,1,6,5,5,5,85,1,1,1,1,1,1,1
0,2,4,2,4,4,81,0,1,1,1,1,1,1
0,1,6,2,5,4,76,0,1,1,1,1,1,1
0,1,6,4,5,4,85,1,1,1,1,1,1,1
0,1,4,4,4,4,80,0,1,0,1,1,1,1
0,2,5,4,4,5,70,1,1,0,1,0,0,1
0,1,5,4,5,5,84,1,1,1,1,1,1,1
0,1,4,2,2,4,45,1,1,1,1,1,1,1
0,2,6,3,6,4,78,1,1,0,1,1,1,1
1,1,5,5,4,5,87,1,1,1,1,1,1,1
0,2,5,4,5,5,79,1,1,1,1,1,1,1
0,1,6,3,5,5,90,1,1,1,1,1,1,1
0,1,5,4,5,5,80,1,1,1,1,0,1,1
1,1,4,4,4,5,85,1,1,1,1,1,1,1
0,1,4,4,3,4,70,1,1,1,1,1,1,1
0,2,5,4,5,5,85,0,1,1,1,1,1,0
0,1,5,3,4,5,70,1,1,1,1,1,1,1
0,2,4,4,3,4,76,1,1,1,1,1,1,1
0,2,5,4,5,5,90,1,1,1,1,1,1,1
0,2,6,4,5,5,86,1,1,1,1,1,1,1
0,1,5,4,5,5,76,1,1,1,1,1,1,1
1,1,5,4,5,4,70,0,1,1,1,1,1,1
0,1,5,5,5,5,80,1,1,1,1,1,1,1
1,1,5,4,5,5,87,0,1,1,1,1,1,1
0,2,5,5,5,5,70,0,1,1,1,1,1,0
0,1,4,2,5,4,74,1,1,1,0,1,1,1
0,1,5,5,5,5,78,1,1,1,1,1,1,1
0,1,4,3,3,3,60,1,1,1,1,1,1,1
0,2,3,1,2,1,64,1,1,1,1,1,1,1
0,1,5,5,5,5,80,0,1,1,1,1,1,1
0,1,6,5,5,6,93,1,1,1,1,1,1,1
1,2,6,4,4,5,75,0,1,1,1,1,1,1
0,1,5,5,5,5,60,1,1,1,1,1,1,1
0,1,4,3,4,4,65,0,1,1,1,1,1,1
0,1,5,3,4,4,72,1,1,1,1,1,1,1
0,2,5,4,5,5,88,0,1,1,1,1,0,1
0,2,6,4,6,6,90,1,1,1,1,1,1,1
0,2,5,5,4,5,75,1,1,1,1,1,1,1
0,2,5,3,5,4,70,0,1,1,1,0,1,1
1,1,5,2,2,5,80,1,1,1,1,1,1,1
0,1,5,5,5,5,69,1,1,1,1,1,1,1
1,1,5,4,4,5,89,0,1,1,1,1,1,1
0,1,5,5,4,5,82,1,1,1,1,1,1,1
0,1,6,5,5,5,86,1,1,1,1,1,1,1
0,1,4,4,4,5,89,1,1,0,1,1,1,1
0,2,5,4,5,4,65,1,1,1,1,1,1,1
0,1,5,4,4,4,80,1,1,1,1,1,1,1
0,1,6,4,5,5,88,1,1,1,1,1,1,1
0,1,5,5,5,5,90,1,1,1,1,1,1,1
0,2,4,3,3,4,72,0,1,1,1,1,1,1
1,2,4,3,3,2,47,0,1,1,1,1,1,1
1,1,5,5,5,5,71,0,1,1,1,1,1,1
0,1,5,5,5,5,80,1,1,1,1,1,1,1
1,2,5,5,4,5,87,0,1,1,1,1,1,1
0,1,5,5,5,5,85,1,1,1,1,1,1,1
0,2,5,5,5,5,89,1,1,1,1,1,1,1
0,1,5,3,4,4,70,0,1,1,1,1,1,1
0,1,6,5,5,6,93,1,1,1,1,1,1,1
0,2,5,4,4,4,87,1,1,1,1,1,1,1
0,1,6,4,4,4,66,1,1,1,1,1,1,1
0,1,5,5,5,5,90,1,1,1,1,1,1,1
1,1,5,4,4,5,70,1,1,1,1,1,1,1
1,1,5,4,5,5,92,1,1,1,1,1,1,1
0,2,6,1,6,6,85,1,1,1,1,1,1,0
1,2,5,2,5,4,85,1,1,1,1,1,1,1
0,2,6,6,6,6,94,1,1,1,1,1,1,1
1,1,5,4,5,5,98,1,1,1,1,1,1,1
0,1,5,4,4,5,87,1,1,1,1,1,1,1
0,1,5,5,5,5,65,1,1,1,1,1,1,1
1,2,5,3,5,4,75,1,1,1,1,1,1,1
1,2,5,5,5,5,70,1,1,1,1,1,1,1
1,1,6,5,6,6,60,0,1,1,1,1,1,1
1,2,6,4,5,5,80,0,1,1,1,1,1,1
0,1,6,5,4,6,99,0,1,1,1,1,1,1
1,2,6,4,6,5,80,0,1,1,1,1,1,1
0,1,5,4,4,5,80,1,1,1,1,1,1,1
1,1,6,6,6,6,83,1,1,1,1,1,1,1
0,1,5,4,5,4,77,0,1,1,1,1,1,1
1,2,5,5,4,5,92,1,1,1,1,1,1,1
0,2,6,4,4,5,74,0,1,1,1,1,1,1
0,1,5,4,4,5,87,1,1,1,1,1,1,1
0,2,5,4,4,5,82,1,1,1,1,1,1,1
0,1,5,5,4,5,75,1,1,0,1,1,1,1
0,2,6,5,5,5,80,0,1,1,1,1,1,1
0,1,5,4,5,5,86,1,1,1,1,1,1,1
0,1,5,5,4,5,78,1,1,1,1,1,1,1
0,2,6,4,5,5,100,1,0,1,1,1,1,1
0,2,6,6,5,5,83,0,1,1,1,1,1,1
0,2,6,4,4,4,70,1,1,1,1,1,1,1
0,2,6,5,5,5,83,0,1,1,1,0,1,0
0,1,6,5,5,5,74,1,1,1,1,1,1,1
0,2,5,5,5,5,86,0,1,1,1,1,1,0
1,2,6,5,4,5,85,1,1,1,1,1,1,1
0,1,5,4,3,5,80,0,1,1,1,1,1,1
0,2,5,4,5,4,90,1,1,1,1,1,1,1
0,2,6,4,5,5,70,1,1,1,1,1,1,1
1,1,6,5,6,6,100,1,1,1,1,1,1,1
1,2,5,3,4,5,90,1,1,1,1,1,1,1
0,1,6,3,6,5,94,1,1,1,1,1,1,1
0,1,4,3,4,4,57,1,1,1,1,1,1,1
0,1,6,4,5,5,80,1,1,1,0,1,1,1
1,2,6,4,5,6,78,1,1,1,1,1,1,1
1,1,6,4,5,6,98,1,1,1,1,1,1,1
0,1,5,4,5,5,87,1,0,1,1,1,1,1
0,1,6,5,6,5,90,1,1,0,1,1,1,1
0,1,4,2,1,4,50,0,1,1,1,1,1,1
0,1,6,4,5,4,80,0,1,1,1,1,1,1
0,1,6,5,5,6,79,1,1,1,1,1,1,1
1,2,5,4,3,5,78,1,1,1,1,1,1,1
0,2,5,4,4,5,85,0,1,1,1,1,1,1
0,2,5,4,4,4,81,1,1,1,1,1,1,1
0,5,6,4,5,5,91,1,1,1,1,1,1,1
1,2,5,4,5,4,70,0,1,1,1,1,1,1
0,2,5,5,5,5,80,1,1,1,1,1,1,1
1,1,4,4,5,5,35,1,1,1,1,1,1,1
1,1,4,3,4,6,96,1,1,1,1,1,1,1
1,2,4,4,5,4,85,1,1,1,1,1,1,1
1,2,4,1,2,1,60,0,1,0,1,1,1,1
1,1,5,5,6,5,88,1,1,1,1,1,1,1
1,1,5,5,4,5,87,1,1,1,1,1,1,1
0,2,4,3,3,4,75,1,1,1,1,1,1,1
0,2,5,5,5,5,87,1,1,1,1,1,1,1
0,1,6,5,4,6,86,1,1,1,1,1,1,1
1,1,5,5,5,5,90,1,1,1,1,1,1,1
1,2,4,4,4,5,70,1,1,1,1,1,1,1
1,1,4,4,4,4,70,1,1,1,1,1,1,1
1,1,5,5,4,6,71,1,1,1,1,1,1,1
0,2,6,4,4,4,65,1,1,1,1,1,1,1
0,2,6,4,6,4,81,1,1,0,1,1,1,1
0,2,6,5,6,5,99,1,1,1,1,1,1,1
1,2,5,3,4,5,70,1,1,1,1,1,1,1
0,2,4,2,4,4,67,0,0,1,1,1,1,1
0,1,6,5,6,6,83,1,1,1,1,1,1,1
1,1,5,4,5,5,75,1,1,1,1,1,1,1
0,1,4,4,3,4,56,1,1,1,1,1,1,1
0,2,5,1,5,4,75,1,1,1,1,1,1,0
0,2,5,4,5,4,80,0,1,1,1,1,1,1
0,2,6,4,6,5,100,1,1,1,1,1,1,1
1,2,6,5,6,5,80,1,1,1,1,1,1,1
1,1,6,4,5,6,80,1,1,1,1,1,1,1
0,1,5,4,4,4,60,0,1,1,1,1,1,1
1,2,5,4,5,5,85,0,1,1,1,1,1,1
0,1,5,4,4,5,70,1,1,1,1,1,1,1
0,2,6,6,5,5,80,0,1,1,1,1,1,1
0,2,5,4,4,5,86,1,1,1,1,1,1,1
1,2,5,4,4,4,80,1,1,1,1,1,1,1
0,2,6,4,5,5,65,1,1,1,1,1,1,1
1,2,6,6,5,6,92,1,1,1,1,1,1,1
0,2,6,6,6,6,93,0,0,1,1,1,1,1
