"hispanic","Gender","LifeSat1","LifeSat2","LifeSat3","LifeSat4","LifeSatA","PYDI1Ab","PYDI2Ab","PYDI3Ab","PYDI4Ab","PYDI5Ab","PYDI6Ab","PYDI7Ab"
1,1,6,4,5,5,70,1,1,1,1,1,1,1
0,2,6,5,6,6,85,1,1,1,1,1,1,1
0,2,6,4,6,4,63,1,1,1,1,1,1,1
1,2,5,5,4,5,90,1,1,1,1,1,1,1
0,1,6,5,6,6,94,0,1,1,1,1,1,0
0,2,6,4,5,4,85,1,1,1,1,1,1,1
0,2,6,4,3,6,81,1,1,1,1,1,1,1
1,2,6,6,6,5,95,1,1,1,1,1,1,1
0,2,4,3,1,6,100,1,1,1,1,1,1,1
0,2,6,5,4,6,81,1,1,1,1,1,1,1
1,1,6,6,6,6,94,1,1,1,1,1,1,1
0,1,6,6,6,6,90,1,1,1,1,1,1,1
0,2,6,5,5,6,86,1,1,1,1,1,1,1
0,2,5,5,5,5,92,1,1,1,1,1,1,1
0,1,6,4,5,5,90,1,1,1,1,1,1,1
1,2,6,3,6,5,75,1,1,1,1,1,1,1
1,1,6,5,6,5,85,1,1,1,1,1,1,1
0,1,1,1,1,1,90,1,1,1,1,1,1,1
0,2,6,5,6,6,91,1,1,1,1,1,1,1
1,2,5,5,5,5,86,1,1,1,1,1,1,1
0,1,6,5,6,4,84,1,1,1,1,1,1,1
0,1,5,4,5,4,80,1,1,1,1,1,1,1
1,1,6,4,5,5,90,1,1,1,1,1,1,1
0,2,6,6,5,6,90,1,1,1,1,1,1,1
1,1,6,6,6,6,96,1,1,1,1,1,1,1
0,1,6,5,5,6,90,0,1,1,1,1,1,1
1,1,6,6,6,5,93,1,1,1,1,1,1,1
0,2,6,6,6,6,100,1,1,1,1,1,1,1
0,1,6,4,5,5,90,1,1,1,1,1,1,1
0,1,6,4,6,6,90,1,1,1,1,1,1,1
0,1,4,6,4,6,96,1,1,1,1,1,1,1
1,2,5,4,5,5,90,1,1,1,1,1,1,1
0,1,6,6,4,6,70,0,1,1,1,1,1,1
0,1,6,5,5,5,84,1,1,1,1,1,1,1
0,2,6,5,4,5,70,1,1,1,1,1,1,1
0,1,6,6,6,6,95,1,1,1,1,1,1,1
0,1,6,5,6,6,71,1,1,1,1,1,1,1
0,1,6,3,5,6,84,1,1,1,1,1,1,1
0,1,6,4,5,6,97,1,1,1,1,1,1,1
1,2,6,5,5,5,84,1,1,1,1,1,1,1
0,1,6,5,6,6,93,1,1,1,1,1,1,1
1,1,5,5,3,5,93,1,1,1,1,1,1,1
0,1,5,2,3,3,60,1,1,1,1,1,1,1
0,2,6,6,6,6,90,0,1,1,1,1,1,1
1,2,4,4,5,4,86,1,1,1,1,1,1,1
0,1,5,4,5,5,80,1,1,1,1,1,1,1
0,1,5,4,5,4,91,1,1,1,1,0,0,1
0,1,6,5,5,6,93,1,1,1,1,1,1,1
0,2,6,6,6,6,95,1,1,1,1,1,1,1
0,2,6,5,6,6,90,1,1,1,1,1,1,1
0,2,6,6,6,6,2,0,1,0,0,0,1,0
0,1,6,4,4,4,79,1,1,1,1,1,1,1
0,1,5,4,5,5,85,1,1,1,1,1,1,1
0,2,6,4,6,4,75,1,1,1,1,1,1,1
0,2,5,5,6,6,84,1,1,1,1,1,1,1
1,2,6,6,5,6,87,1,1,1,1,1,1,1
0,1,6,5,6,6,99,1,1,1,1,1,1,1
0,1,6,4,5,4,40,1,1,1,1,1,1,1
0,2,6,5,6,5,80,1,1,1,1,1,1,1
0,1,5,4,6,6,80,0,1,1,1,1,1,1
1,2,6,5,5,6,93,1,1,1,1,1,1,1
0,2,6,4,5,5,85,1,1,1,1,1,1,1
1,2,6,5,5,5,95,1,1,1,1,1,1,1
1,2,6,5,5,6,85,1,1,1,1,1,1,1
1,1,6,5,4,6,70,1,1,1,1,1,1,1
0,1,6,5,6,6,95,1,1,1,1,1,1,1
0,1,5,5,4,6,92,1,1,1,1,1,1,1
0,2,5,4,5,5,82,1,1,1,1,1,1,1
0,1,6,6,6,5,89,1,1,1,1,1,1,1
0,1,6,4,5,6,91,1,1,1,1,1,1,1
0,1,6,6,6,6,86,1,1,1,1,1,1,1
1,1,4,3,4,4,85,1,1,1,1,1,1,1
0,1,6,5,6,6,80,1,1,1,1,1,1,1
1,1,6,6,5,6,100,1,1,1,1,1,1,1
1,1,6,5,5,5,80,1,1,1,1,1,1,1
0,2,6,5,6,6,86,1,1,1,1,1,1,1
0,2,6,4,5,6,93,1,1,1,1,1,1,1
0,2,6,4,5,5,75,1,1,1,1,1,1,1
0,1,5,5,6,6,98,1,1,1,1,1,1,1
0,1,6,6,6,6,42,0,1,1,0,1,1,1
1,1,6,5,6,6,93,1,1,1,1,1,1,1
1,2,4,3,4,5,80,1,1,1,1,1,1,1
1,1,6,5,5,6,95,1,1,1,1,1,1,1
0,1,6,5,5,6,85,1,1,1,1,1,1,1
1,2,6,6,6,6,70,1,1,1,1,1,1,1
0,2,6,6,6,6,97,1,0,1,1,1,1,1
0,2,5,4,4,5,81,1,1,1,1,1,1,1
0,2,6,5,6,6,100,1,1,1,1,1,1,1
0,1,6,5,5,6,97,1,1,1,1,1,1,1
1,2,5,6,6,6,84,1,1,1,1,1,1,1
1,2,6,6,6,6,100,1,1,1,1,1,1,1
0,1,6,4,4,6,75,0,1,1,1,1,1,1
0,1,6,6,5,6,79,1,1,1,1,1,1,1
0,1,6,5,6,4,80,0,1,1,1,1,1,1
0,1,6,6,5,6,90,1,1,1,1,1,1,1
1,1,6,5,5,5,91,1,1,1,1,1,1,1
0,1,5,5,5,5,89,1,1,1,1,1,1,1
1,2,6,6,6,6,100,1,1,1,1,1,1,1
0,1,6,5,6,6,94,0,1,1,1,0,1,1
1,2,6,5,6,6,100,1,1,1,1,1,1,1
0,2,6,5,6,6,97,1,1,1,1,1,1,1
0,2,6,5,4,5,92,1,1,1,1,1,1,1
0,2,6,6,6,6,82,0,1,0,0,0,0,0
1,1,6,5,6,5,91,1,1,1,1,1,1,1
1,1,6,5,6,6,95,1,1,1,1,1,1,1
0,1,6,6,6,6,100,1,1,1,1,1,1,1
1,2,6,6,5,2,72,0,1,1,1,1,0,1
0,1,6,6,6,5,90,1,1,1,1,1,1,1
0,1,5,5,5,5,90,1,1,1,1,1,1,1
1,1,6,6,6,6,100,1,1,1,1,1,1,1
0,2,6,5,6,6,100,1,1,1,1,1,1,1
0,1,6,6,5,6,93,1,1,1,1,1,1,1
1,2,6,5,6,6,90,1,1,1,1,1,1,1
1,1,6,5,6,6,85,1,1,1,1,1,1,1
1,2,6,5,6,5,86,1,1,1,1,1,1,1
1,2,6,5,6,6,100,1,1,1,1,1,1,1
0,1,6,1,5,6,97,1,1,1,1,1,1,1
0,1,5,4,5,5,73,1,1,1,1,1,1,1
1,1,6,5,6,6,90,1,1,1,1,1,1,1
1,1,6,6,6,6,86,1,1,1,1,1,1,1
1,2,4,3,4,4,70,1,1,1,1,1,1,1
0,1,5,5,5,5,90,1,1,1,1,1,1,1
0,1,6,5,4,5,72,1,1,1,1,1,1,1
1,2,6,6,6,6,89,1,1,1,1,1,1,1
0,2,6,6,6,6,100,1,1,1,1,1,1,1
0,2,6,6,6,5,100,1,1,1,1,1,1,1
1,2,5,4,4,4,89,1,1,1,1,1,1,1
0,1,6,1,6,6,88,1,1,1,1,1,1,1
1,1,6,5,5,6,100,1,1,1,1,1,1,1
1,1,6,5,5,5,95,1,1,1,1,1,1,1
0,2,6,6,6,6,95,1,1,1,1,1,1,1
0,2,5,4,6,6,100,1,1,1,1,1,1,1
0,2,6,5,5,6,90,1,1,1,1,1,1,1
0,1,6,6,6,6,92,1,1,1,1,1,1,1
0,2,6,4,4,6,74,1,1,1,1,1,1,1
0,1,6,5,6,6,100,0,1,1,1,1,1,1
1,2,6,4,6,6,72,0,1,1,1,1,1,1
1,2,5,6,6,6,92,1,1,1,1,1,1,1
1,1,5,4,5,5,89,1,1,1,1,1,1,1
1,2,6,6,6,6,100,1,1,1,1,1,1,1
0,2,6,1,2,5,90,1,1,1,1,1,1,1
1,1,6,6,6,6,96,1,1,1,1,1,1,1
0,1,6,4,6,6,85,1,1,1,1,1,1,1
1,1,5,5,5,6,84,1,1,1,1,1,1,1
0,1,5,5,6,5,92,1,1,1,1,1,1,1
1,1,6,6,6,6,97,1,1,1,1,1,1,1
0,1,6,4,3,6,92,1,1,1,1,1,1,1
0,1,6,6,6,6,92,1,1,1,1,1,1,1
0,2,6,6,6,6,80,1,1,1,1,1,1,1
1,2,5,5,5,4,88,1,1,1,1,1,1,1
0,2,6,6,6,6,100,1,1,1,1,1,1,1
1,1,6,5,5,6,100,1,1,1,1,1,1,1
0,1,6,5,5,4,80,1,1,1,1,1,1,1
0,2,6,5,5,5,69,1,1,1,1,1,0,1
1,1,6,5,6,6,92,1,1,1,1,1,1,1
0,2,6,5,5,5,87,1,1,1,1,1,1,1
1,2,6,6,6,6,90,1,1,1,1,1,1,1
0,1,6,6,6,6,90,1,1,1,1,1,1,1
0,1,6,6,5,6,100,1,1,1,1,1,1,1
1,1,6,5,6,6,100,1,1,1,1,1,1,1
0,2,6,6,6,6,90,1,1,1,1,1,1,1
1,1,6,5,5,6,85,1,1,1,1,1,1,1
0,1,6,6,6,5,87,1,1,1,1,1,1,1
0,1,6,6,6,6,100,1,1,1,1,1,1,1
0,1,6,6,6,6,96,1,1,1,1,1,1,1
0,1,6,4,6,5,86,1,1,1,1,1,1,1
0,1,1,1,5,1,80,1,1,1,1,1,1,1
0,2,6,5,6,6,100,1,1,1,1,1,1,1
0,2,6,5,5,6,95,1,1,1,1,1,1,1
0,2,6,6,6,6,100,1,1,1,1,1,1,1
0,1,6,5,6,6,85,1,1,1,1,1,1,1
0,1,6,6,6,6,91,1,1,1,1,1,1,1
0,1,5,5,6,5,94,1,1,1,1,1,1,1
0,1,5,6,5,5,87,1,1,1,1,1,1,1
0,2,6,6,6,6,100,1,1,1,1,1,1,1
1,2,6,6,6,6,99,1,1,1,1,1,1,1
0,2,4,4,4,4,76,1,1,1,1,1,1,1
1,2,6,6,6,6,100,1,1,1,1,1,1,1
0,1,6,6,6,6,100,1,1,1,1,1,1,1
0,1,6,6,6,6,100,1,1,1,1,1,1,1
0,2,6,6,6,6,94,1,1,1,1,1,1,1
1,1,5,5,5,5,37,0,1,1,1,0,1,1
0,2,6,6,6,6,100,1,1,1,1,1,1,1
0,2,6,6,6,6,100,1,1,1,1,1,1,1
0,2,5,6,6,6,99,1,1,1,1,1,1,1
9999,1,4,2,3,4,50,9999,9999,9999,9999,9999,9999,9999
9999,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,2,5,4,4,5,85,9999,9999,9999,9999,9999,9999,9999
9999,1,4,4,2,3,69,9999,9999,9999,9999,9999,9999,9999
9999,1,4,4,1,3,19,0,1,1,1,1,1,1
9999,1,6,5,5,5,90,9999,9999,9999,9999,9999,9999,9999
9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,1,5,1,1,4,78,9999,9999,9999,9999,9999,9999,9999
9999,1,9999,9999,2,2,60,9999,9999,9999,9999,9999,9999,9999
9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,4,4,3,1,4,69,0,1,0,0,0,1,1
9999,2,5,3,5,4,79,0,1,1,0,0,1,1
9999,2,6,5,6,6,100,1,1,1,1,1,1,1
9999,2,6,4,4,5,75,1,1,1,1,1,1,1
9999,1,6,4,4,5,80,1,1,1,1,1,1,1
9999,1,6,4,4,6,81,1,1,1,1,1,1,1
9999,2,5,4,5,5,74,1,1,0,1,1,1,1
9999,1,5,4,5,6,80,0,1,1,1,1,1,1
9999,1,4,2,3,4,75,0,1,1,1,1,1,1
9999,1,6,6,6,6,99,1,1,1,1,1,1,1
9999,2,6,4,5,4,78,0,1,1,1,1,1,1
9999,4,3,2,3,3,65,1,1,1,1,1,1,1
9999,1,4,3,3,4,52,0,1,1,1,1,1,1
9999,2,5,6,2,3,84,1,0,1,0,1,1,0
9999,1,4,3,3,3,85,1,1,0,1,1,1,1
9999,1,6,6,6,5,93,1,1,1,1,1,1,1
9999,1,6,6,6,6,95,1,1,1,1,1,1,1
9999,1,5,5,5,5,87,1,1,0,1,1,1,1
9999,1,4,3,3,4,75,0,1,1,1,1,1,1
9999,1,5,2,5,3,40,0,1,0,1,1,1,1
9999,1,5,2,4,5,85,0,1,1,1,1,1,1
9999,1,6,5,5,6,97,1,1,1,1,1,1,1
9999,1,6,4,6,5,90,1,1,1,1,1,1,1
9999,1,5,5,4,5,90,1,1,1,1,1,1,1
9999,2,6,4,4,5,68,1,1,1,1,1,1,1
9999,1,6,2,2,4,75,0,1,1,1,1,1,1
9999,1,5,2,4,5,80,1,1,1,1,1,1,1
9999,1,6,5,6,6,92,1,1,1,1,1,1,1
9999,1,6,5,4,4,85,1,1,1,1,1,1,1
9999,1,5,5,5,5,75,1,1,1,1,1,1,1
9999,1,5,5,5,5,82,1,1,1,1,1,1,1
9999,1,4,2,2,4,84,1,1,1,1,1,1,1
9999,1,5,3,5,5,80,0,0,1,1,1,1,1
9999,1,6,5,4,6,92,1,1,1,1,1,1,1
9999,1,6,5,6,6,89,1,1,1,1,1,1,1
9999,1,4,3,1,3,50,0,1,0,1,0,1,0
9999,2,6,5,5,6,93,1,1,1,1,0,1,1
9999,2,5,4,5,5,85,1,1,1,1,1,1,1
9999,1,5,4,3,4,85,1,1,1,1,1,1,1
9999,1,6,4,5,6,88,0,1,1,0,1,1,1
9999,1,6,6,5,5,91,1,1,1,1,1,1,1
9999,2,5,2,6,1,30,1,1,1,1,1,1,1
9999,1,6,4,6,5,93,0,1,1,1,1,1,1
9999,1,6,6,6,6,95,1,1,1,1,1,1,1
9999,2,5,4,4,4,83,0,0,0,1,0,1,1
9999,1,6,5,5,6,87,1,1,1,1,1,1,1
9999,1,5,4,3,4,70,0,1,1,1,1,1,1
9999,1,6,5,4,5,85,1,1,1,1,1,1,1
9999,2,5,4,5,5,75,0,1,1,1,1,1,1
9999,1,6,5,5,5,79,0,1,1,1,1,1,1
9999,1,5,5,5,5,86,1,1,1,1,1,1,1
9999,1,5,4,3,4,85,0,1,0,0,1,1,0
9999,2,2,1,1,2,30,0,1,1,1,1,1,1
9999,1,6,6,6,6,94,0,1,1,1,1,1,1
9999,1,5,4,5,5,85,1,1,0,1,1,1,1
9999,1,5,4,4,5,85,1,1,1,1,1,1,1
9999,1,6,6,6,1,100,1,1,0,1,1,1,1
9999,2,3,2,2,3,71,0,1,1,1,1,1,1
9999,1,4,2,3,4,45,0,1,1,1,1,1,1
9999,1,5,5,5,5,85,1,1,1,1,1,1,1
9999,1,5,2,4,5,85,1,1,1,1,1,1,1
9999,1,5,5,4,5,88,1,1,1,1,1,1,1
9999,1,4,4,4,4,70,1,1,0,1,1,1,1
9999,1,5,3,5,5,73,0,1,0,0,0,1,1
9999,1,4,1,3,4,70,0,1,0,1,0,1,1
9999,1,4,4,4,4,83,0,1,1,1,1,1,1
9999,1,6,4,5,6,93,0,1,0,1,1,1,1
9999,1,2,4,2,2,31,1,0,1,0,1,1,1
9999,1,3,3,2,3,65,1,1,1,1,1,1,1
9999,2,5,5,5,5,76,0,1,1,1,0,1,1
9999,2,5,4,4,5,85,0,1,1,1,1,1,1
9999,1,6,5,5,6,92,0,1,1,1,1,1,1
9999,1,6,4,5,6,99,1,1,1,1,1,1,1
9999,2,4,4,4,4,80,0,1,1,1,1,1,1
9999,1,5,1,3,2,47,0,1,1,1,1,1,1
9999,2,4,4,4,4,71,1,1,1,1,1,1,1
9999,1,4,4,4,3,9,1,1,1,1,1,1,1
9999,2,5,5,4,5,65,1,1,1,1,1,1,1
9999,1,5,4,4,5,80,1,1,1,1,0,1,1
9999,1,5,5,5,5,86,0,1,1,1,0,1,1
9999,1,5,3,5,5,71,0,1,0,1,1,1,1
9999,1,5,4,5,5,75,1,1,1,1,1,1,1
9999,1,5,5,5,5,53,0,0,1,1,0,1,1
9999,1,5,2,3,3,30,0,1,1,1,1,1,1
9999,2,3,1,1,1,35,0,1,1,1,0,1,1
9999,1,5,5,5,6,90,1,1,1,1,1,1,1
9999,1,5,4,4,4,80,0,1,1,1,1,1,1
9999,1,6,4,5,4,72,0,1,1,1,1,1,1
9999,1,5,5,4,5,81,1,1,1,1,1,1,1
9999,1,6,4,6,5,90,1,1,1,1,1,1,1
9999,1,5,3,4,5,75,1,1,1,1,1,1,1
9999,2,5,3,4,2,80,0,1,0,1,1,1,1
9999,1,4,3,4,3,75,0,1,0,1,1,1,0
9999,2,6,6,6,6,93,1,1,0,1,1,1,1
9999,1,6,4,5,5,92,1,1,1,1,1,1,1
9999,1,5,4,5,5,90,1,1,1,1,1,1,1
9999,1,5,3,4,4,74,1,1,1,1,1,1,1
9999,1,6,4,6,6,100,1,1,1,1,1,1,1
9999,1,5,4,4,5,80,1,1,1,1,1,1,1
9999,1,6,5,2,5,85,1,1,1,1,1,1,1
9999,1,5,4,4,5,90,1,1,1,1,1,1,1
9999,1,4,6,4,6,90,1,1,1,1,1,1,1
9999,1,5,5,4,4,88,0,1,0,1,1,1,1
9999,1,5,4,5,5,81,0,1,1,1,0,1,1
9999,1,5,6,5,3,82,1,1,1,1,1,1,1
9999,1,4,4,4,4,69,0,1,1,1,1,1,1
9999,2,6,4,5,6,88,0,1,1,1,1,1,1
9999,1,6,6,4,5,98,1,1,1,1,1,1,1
9999,1,6,4,4,5,81,0,1,0,1,1,1,1
9999,1,6,5,5,4,84,0,1,1,1,1,1,1
9999,1,6,4,4,5,87,1,1,1,1,1,1,1
9999,2,4,2,4,2,65,1,1,1,1,1,1,1
9999,2,5,5,4,4,55,1,1,1,1,1,1,1
9999,1,6,6,5,6,88,1,1,1,1,1,1,1
9999,1,5,3,5,3,66,0,1,1,1,0,1,0
9999,1,6,5,6,6,90,1,1,1,1,1,1,1
9999,1,6,4,4,5,88,1,1,1,1,1,1,1
9999,1,3,1,1,1,25,0,1,1,1,1,1,1
9999,2,6,5,4,3,43,0,0,0,0,0,0,1
9999,1,6,3,4,6,75,1,1,1,1,1,1,1
9999,1,6,5,5,5,89,1,1,1,1,1,1,1
9999,1,6,4,5,5,85,0,1,1,1,1,1,1
9999,1,6,6,5,6,90,1,1,1,1,1,1,1
9999,2,6,4,5,5,90,1,1,1,1,1,0,1
9999,2,5,3,3,3,50,1,1,0,1,1,1,1
9999,1,4,3,4,3,60,0,1,0,1,1,1,1
9999,1,5,4,4,5,82,1,1,1,1,1,1,1
9999,1,6,4,5,5,90,0,1,1,1,0,1,1
9999,2,5,3,5,5,74,0,0,0,1,1,0,1
9999,1,4,2,3,3,65,1,1,1,1,1,1,1
9999,1,4,3,4,4,50,0,1,0,1,1,1,1
9999,1,5,4,4,5,72,1,1,1,1,1,1,1
9999,1,1,2,1,1,10,0,1,1,1,1,1,1
9999,1,4,3,3,4,79,1,1,1,1,1,1,1
9999,1,6,4,6,5,91,1,1,1,1,1,1,1
9999,1,4,4,4,5,75,0,1,0,0,1,1,1
9999,1,6,6,6,6,98,1,1,1,1,1,1,1
9999,1,6,6,6,6,96,1,1,1,1,1,1,1
9999,2,5,2,2,4,85,1,1,1,1,1,1,1
9999,1,6,5,5,6,95,1,1,1,1,1,1,1
9999,1,4,3,4,3,70,1,1,1,1,1,1,1
9999,1,6,5,6,6,96,1,1,1,1,1,1,1
9999,1,4,1,4,4,60,0,1,0,1,0,0,0
9999,1,5,1,1,3,75,1,1,1,1,1,1,1
9999,2,6,5,5,5,81,0,1,1,1,1,1,1
9999,1,5,3,5,5,75,0,1,1,1,1,1,1
9999,2,5,2,4,4,50,0,1,1,1,1,1,1
9999,1,5,4,4,4,70,0,1,1,1,1,1,1
9999,1,5,4,4,3,61,1,1,1,1,1,1,1
9999,1,6,4,6,5,70,1,1,1,1,1,1,1
9999,1,5,4,4,4,85,1,1,0,1,1,0,0
9999,1,6,5,6,5,84,0,1,0,1,0,1,0
9999,1,6,6,6,6,20,1,1,1,1,1,1,1
9999,2,5,4,4,5,78,0,0,1,1,0,0,0
9999,1,5,2,3,4,70,0,1,1,1,1,1,1
9999,2,2,1,1,1,30,0,1,1,1,1,1,1
9999,1,4,3,4,3,70,1,1,1,1,1,1,1
9999,1,6,5,5,5,90,1,1,1,1,1,1,1
9999,1,5,3,2,3,65,1,1,1,1,1,1,1
9999,1,5,4,5,4,70,0,1,1,1,1,1,1
9999,1,5,4,5,5,89,1,1,1,1,1,1,1
9999,1,6,5,4,6,88,1,1,1,1,1,1,1
9999,1,6,4,5,4,75,0,1,1,1,1,1,1
9999,1,6,6,6,6,95,1,1,1,1,1,1,1
9999,1,4,3,4,4,71,1,1,1,1,1,1,1
9999,2,4,3,3,4,50,0,1,1,1,1,1,1
9999,1,5,4,4,5,80,1,1,1,1,1,1,1
9999,1,5,5,5,5,80,1,1,1,1,1,1,1
9999,2,5,4,4,5,82,1,1,0,1,1,1,1
9999,2,6,4,4,6,87,0,0,0,1,1,1,1
9999,1,5,2,3,4,50,0,1,1,1,1,1,1
9999,1,5,3,4,3,60,1,1,1,1,1,1,1
9999,1,5,5,4,4,73,1,1,1,1,1,1,1
9999,1,5,5,2,5,89,0,1,0,1,1,1,1
9999,2,6,2,5,5,65,1,1,1,1,1,1,1
9999,2,4,2,2,4,63,1,1,1,1,1,1,1
9999,2,6,4,5,6,88,0,1,0,1,1,1,1
9999,2,6,5,6,5,85,1,1,1,1,1,1,1
9999,1,6,5,4,5,65,0,1,0,1,1,1,1
9999,1,3,2,2,3,60,0,0,1,1,0,1,0
9999,2,6,5,5,5,91,1,1,1,1,1,1,1
9999,2,4,5,4,4,70,0,1,1,1,1,1,0
9999,1,4,3,3,4,61,1,1,1,1,1,1,1
9999,1,4,2,4,4,75,1,1,1,1,1,1,1
9999,1,5,5,5,5,82,1,1,1,1,1,1,1
9999,2,6,4,5,5,81,1,1,1,1,1,1,1
9999,1,6,5,5,6,94,1,1,1,1,1,1,1
9999,1,5,5,2,5,70,1,1,0,1,1,1,0
9999,2,5,4,5,5,85,1,0,0,1,0,1,0
9999,1,4,2,3,3,43,0,1,1,1,1,1,1
9999,1,5,4,4,5,85,1,1,1,1,1,1,1
9999,2,6,5,5,5,75,1,1,1,1,1,1,1
9999,1,6,5,6,6,86,1,1,1,1,1,1,1
9999,2,5,4,5,4,81,1,1,1,1,1,1,1
