ID,grading,exam,mark,ASCI1,ASCI2,ASCI3,ASCI4,ASCI5,ASCI6,ASCI7,ASCI8,AMSC01,AMSC02,AMSC03,AMSC04,AMSC05,AMSC06,AMSC07,AMSC08,AMSC09,AMSC10,AMSC11,AMSC12,AMSC13,AMSC14,AMSC15,AMSC16,AMSC17,AMSC18,AMSC19,AMSC20,AMSC21,AMSC22,AMSC23,AMSC24,AMSC25,AMSC26,AMSC27,AMSC28,EBN1,EBN2,EBN3,EBN4,EBN5,EBP1,EBP2,EBP3,EBP4,MSLQ05,MSLQ06,MSLQ12,MSLQ15,MSLQ20,MSLQ21,MSLQ29,MSLQ31,CSC24,CSC28,CSC20,CSC36,CSC16,CSC40,CSC04,CSC12,CSC32,CSC08,Age ,Major,Year,Year_6_TEXT,Credits ,Work ,FirstGen ,Gender ,Gender ,Race ,Race _8_TEXT
S10,specs,72,A,5,2,4,4,1,2,4,5,1,3,5,1,1,3,4,4,3,5,2,1,4,4,4,4,3,2,1,4,4,4,5,5,3,1,3,4,2,3,2,1,2,4,4,5,5,4,3,5,5,5,5,5,5,4,2,1,3,3,1,1,5,2,4,19,Veterinary and Biomedical Sciences,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.),My race or ethnicity is best described as:",White
S12,specs,62,A,6,2,2,6,1,2,3,3,3,3,4,3,2,3,4,3,2,4,2,1,4,4,4,2,3,1,1,3,4,4,2,3,2,1,3,3,4,2,2,4,2,2,5,5,3,5,4,4,4,5,5,4,5,4,4,2,2,3,2,2,3,3,2,20,bbh,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S13,specs,44,C,5,3,4,4,4,4,4,4,4,2,4,3,2,4,3,3,3,4,2,4,3,4,4,3,4,2,2,2,2,4,2,4,2,3,2,3,3,1,1,3,2,4,5,5,5,3,3,5,2,3,3,4,5,3,3,4,2,2,4,2,2,3,2,20,Biology,Third year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S14,specs,82,A,5,3,7,1,1,3,4,7,1,2,5,1,1,1,2,1,1,5,1,1,1,2,5,2,5,1,1,3,2,1,2,5,1,1,1,1,1,2,2,2,2,4,4,4,4,5,5,5,3,5,5,4,5,5,1,1,5,5,1,2,4,1,5,19,chemical engineering,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S15,specs,54,A,5,2,3,5,2,2,4,6,2,3,5,2,1,4,4,3,3,4,4,1,4,4,4,3,2,2,1,3,4,3,3,4,3,1,3,4,2,2,1,2,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,3,3,2,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S16,specs,52,B+,7,1,1,4,3,1,5,5,1,3,5,3,1,4,5,3,5,5,3,1,3,5,3,3,5,1,1,3,3,3,3,5,3,1,1,3,3,2,1,3,2,1,5,5,5,1,2,2,2,1,3,3,3,5,3,1,1,3,1,2,5,2,5,19,Pre-med,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S17,specs,58,C+,6,7,5,3,4,1,5,1,1,5,4,4,1,4,4,4,2,4,2,2,4,5,5,3,4,2,1,2,5,5,5,5,5,1,3,4,4,1,2,2,1,2,4,5,5,3,3,4,2,3,4,2,4,2,4,4,2,3,2,1,4,4,4,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S18,specs,80,A,2,2,5,2,2,3,4,4,1,2,3,1,1,3,3,3,2,5,4,1,4,3,2,3,1,2,1,3,2,2,2,3,2,1,2,3,1,1,2,1,1,4,3,3,3,5,4,5,4,5,5,4,5,4,3,1,5,5,1,1,3,2,2,19,accelerated pre med,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S19,specs,66,A-,5,3,3,5,2,3,3,3,4,4,4,4,1,4,4,4,4,4,4,1,4,5,4,4,5,4,1,4,4,4,4,5,5,2,3,5,2,2,1,2,3,3,4,5,3,3,3,3,3,4,5,4,4,4,3,2,4,3,2,1,4,3,4,19,chemical engineering ,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S20,specs,48,F,2,4,5,2,2,5,2,4,4,2,4,2,2,2,2,5,2,5,3,2,2,3,5,3,5,2,1,3,3,5,2,5,2,1,2,1,1,4,2,3,4,2,5,5,4,4,4,5,4,4,5,4,4,5,4,1,4,3,1,1,3,1,2,20,Chemical Engineering,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S22,specs,64,A,7,2,2,5,2,1,3,2,4,5,4,3,1,4,5,4,4,4,3,1,3,3,4,4,4,4,1,4,3,4,4,4,4,1,4,3,3,3,3,3,3,2,5,5,2,3,3,3,3,3,3,3,3,3,5,4,2,3,4,2,5,3,3,19,Biology ,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.),Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S23,specs,82,A,3,3,3,3,5,4,5,6,4,3,4,1,1,1,1,3,2,4,3,1,1,1,4,3,4,1,2,1,1,3,5,5,2,1,1,1,1,2,2,2,2,5,3,4,2,5,5,5,5,5,5,5,5,5,1,1,3,3,1,3,2,1,3,20,Plant Sciences,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S24,specs,86,A,5,3,3,4,3,3,4,6,3,2,4,4,2,3,3,4,3,4,2,1,3,3,4,2,4,2,1,3,3,4,4,3,3,1,2,3,2,1,1,2,2,4,4,4,4,4,3,5,3,3,3,4,4,3,4,3,2,2,2,1,5,2,3,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S25,specs,58,C,6,2,2,5,3,2,5,2,2,4,4,2,1,4,5,4,3,5,3,1,5,5,4,4,4,2,1,5,5,2,4,5,4,1,5,5,1,1,1,1,1,4,5,5,5,3,3,5,3,3,3,4,4,3,4,1,3,3,2,2,4,2,4,20,Science,Third year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S26,specs,76,A,6,2,3,5,7,3,7,5,3,2,4,2,3,3,1,3,2,4,3,1,3,5,5,4,3,1,3,2,4,4,5,5,3,3,1,3,4,3,1,3,4,2,5,5,4,4,4,3,3,4,3,3,3,2,5,5,2,3,4,5,3,5,2,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S27,specs,72,A,5,2,3,4,1,1,4,6,2,1,5,3,1,2,4,4,2,5,4,1,3,4,4,2,3,2,1,3,4,3,2,5,3,1,2,4,1,1,1,2,2,4,5,5,4,4,3,5,3,4,5,4,4,4,3,1,3,4,1,2,5,2,3,19,Premedicine,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S28,specs,64,B+,5,4,5,3,3,3,4,5,4,4,4,3,1,3,3,4,4,4,3,1,3,4,4,4,4,3,1,3,3,3,4,4,3,1,3,3,3,1,1,1,1,4,5,5,5,4,4,5,4,4,4,4,4,4,2,1,2,3,2,2,5,2,4,19,Chemical Engineering ,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S29,specs,62,A-,6,6,6,5,4,2,5,3,4,2,3,1,2,3,2,4,2,5,1,1,2,5,5,2,3,2,1,2,5,5,4,3,2,1,2,5,4,4,2,2,2,3,5,5,5,2,2,3,2,2,2,2,3,2,5,3,1,2,3,3,3,2,2,19,Psychology neuroscience ,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",Yes,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S30,specs,70,A,5,2,3,5,3,2,5,3,2,4,2,2,2,3,4,2,3,1,3,1,3,4,2,2,1,2,3,2,3,1,2,2,2,3,3,4,1,1,1,1,1,5,5,5,3,5,5,5,4,4,5,5,4,4,1,1,2,3,1,2,5,1,4,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S31,specs,70,A,5,2,3,5,3,2,4,3,3,3,5,2,1,4,4,5,4,5,3,1,4,4,5,4,4,3,1,4,4,5,4,5,4,1,4,4,4,2,2,2,1,4,5,5,3,3,4,4,4,4,4,4,4,3,4,2,2,2,2,1,5,2,2,19,Pre-Medicine ,Second year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S100,specs,92,A,3,3,5,2,1,4,3,7,2,4,5,3,1,4,3,4,4,5,5,1,4,3,5,4,4,4,1,4,3,5,4,5,4,1,4,3,4,1,1,1,2,4,4,5,4,5,5,5,5,4,5,5,4,5,2,1,5,5,1,1,4,1,4,20,Chemical engineering,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S101,specs,72,B-,5,3,2,5,2,2,3,5,3,4,5,3,1,4,3,3,3,4,4,1,3,3,3,3,4,3,1,3,1,3,3,5,3,1,3,3,2,1,1,1,1,4,4,5,4,1,1,1,1,1,1,1,1,3,2,1,1,3,2,3,4,3,3,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,My race or ethnicity is best described as:,biracial
S102,specs,84,A,6,5,6,4,3,1,3,4,3,3,5,3,1,2,3,3,3,5,3,1,3,4,4,3,5,3,1,4,4,4,3,5,3,1,3,5,4,2,1,2,1,4,5,5,4,4,3,4,4,4,5,5,5,4,2,1,3,3,1,1,5,2,2,19,Animal Science,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S103,specs,84,A,6,2,3,5,3,2,5,3,3,2,1,3,1,3,1,4,3,4,2,1,5,5,5,4,5,2,2,4,5,5,4,5,2,1,2,5,3,1,1,1,1,4,5,5,4,3,2,3,3,3,4,3,3,3,5,4,2,1,3,3,4,3,3,18,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S104,specs,48,D,5,3,3,5,3,3,5,4,4,3,4,4,1,3,4,3,3,4,4,1,4,5,4,2,4,4,1,3,5,4,4,3,3,1,4,4,4,3,2,3,2,2,4,4,4,4,4,5,4,3,4,4,4,4,4,2,3,3,3,2,4,3,4,19,Veterinary and Biomedical Sciences,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S105,specs,40,D,5,3,4,3,3,3,3,5,3,3,4,1,1,4,5,3,3,4,3,2,3,4,3,3,3,3,1,3,4,3,3,3,3,1,3,4,4,2,1,2,3,4,5,4,3,4,2,5,2,4,5,4,4,1,3,3,2,2,2,1,5,4,2,20,nutritional sciences,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.)",
S106,specs,84,A,5,3,3,3,3,3,3,5,2,4,5,3,1,3,3,4,4,5,3,1,3,3,1,3,4,3,1,3,3,1,3,5,3,1,3,3,2,1,2,2,2,4,5,4,2,3,2,4,2,4,4,3,4,4,3,1,4,4,2,1,4,1,3,19,Forensic Science,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S107,specs,88,A,5,2,3,5,2,2,3,5,3,5,5,4,1,4,5,4,5,5,5,1,5,5,4,4,4,4,1,4,5,3,5,5,4,1,4,5,1,1,1,1,1,5,4,5,5,5,4,5,5,5,5,5,5,4,3,1,4,4,1,1,5,1,3,18,Chemical Engineering,First year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S108,specs,46,D,6,6,5,5,7,6,6,5,4,4,4,3,1,4,4,4,4,4,4,2,4,5,4,4,4,4,3,4,5,4,5,4,4,4,4,5,2,1,1,1,1,5,5,5,5,4,5,5,4,4,4,4,4,4,4,2,3,4,2,1,5,2,3,20,Biological sciences and health professionals ,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S109,specs,60,A,6,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,Premedical-Medical,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S110,specs,84,A,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,Chemical Engineering ,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S111,specs,68,A-,5,3,3,5,4,3,4,5,2,3,3,3,2,3,3,3,3,3,4,1,3,3,3,3,2,2,2,3,3,2,3,3,3,2,2,3,3,2,4,2,2,4,4,4,3,3,2,3,2,3,3,4,3,3,2,2,2,2,3,2,3,3,2,19,biology ,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S112,specs,52,A-,6,2,3,5,3,2,3,6,5,3,5,3,1,3,4,5,4,5,2,1,4,5,5,3,4,3,1,4,5,5,3,3,3,1,2,5,5,2,2,2,2,3,5,5,5,3,3,3,3,3,3,3,3,3,5,4,1,2,3,3,3,4,1,19,Nursing and pre-med,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, full-time job or internship",Yes,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S113,specs,62,A-,6,3,2,6,3,1,6,4,1,2,5,1,2,2,3,3,1,5,2,2,1,3,3,1,2,1,2,1,3,2,1,3,1,2,1,3,3,1,1,2,2,2,4,5,4,3,3,4,2,3,3,3,3,2,5,2,1,1,3,2,2,4,1,19,Biobehavioral Health,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S114,specs,84,A,5,5,3,5,6,5,3,5,3,4,5,2,1,4,4,3,2,5,1,1,4,5,3,3,2,1,1,4,5,3,2,3,2,1,3,5,2,1,1,1,1,5,5,5,5,5,4,4,4,4,5,5,4,3,3,2,2,3,2,2,4,2,1,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S115,specs,76,A,5,3,4,5,2,3,5,3,3,3,3,3,2,2,4,4,3,5,3,3,3,3,3,3,3,3,2,3,4,3,2,3,2,3,3,3,3,2,1,1,1,4,3,4,3,4,4,4,4,3,4,4,4,3,4,,2,3,2,3,2,3,3,20,Bio,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S116,specs,70,B,5,2,2,5,5,1,6,2,3,4,4,1,1,3,4,2,1,5,1,1,1,2,5,3,3,1,1,2,2,3,3,4,1,1,2,3,2,3,3,3,4,4,5,4,2,3,2,3,1,4,4,3,4,4,5,4,1,2,3,5,2,3,2,20,bbh,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S117,specs,74,A,6,3,4,4,3,3,5,3,4,3,5,3,1,5,5,5,3,5,3,1,4,5,5,3,5,4,1,5,4,5,4,5,4,1,4,5,4,1,1,1,1,5,5,5,5,4,3,3,2,3,4,3,4,2,4,4,3,3,2,3,4,3,5,19,Biology ,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S119,specs,62,A-,6,1,2,6,3,1,4,2,3,2,5,4,1,2,4,4,2,5,4,4,3,5,5,3,2,2,1,4,4,4,3,4,4,2,2,4,5,4,2,4,2,2,5,4,2,4,2,4,2,4,4,3,3,3,5,4,2,3,3,2,4,4,1,19,science,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S120,specs,88,A,5,3,4,,2,3,2,5,1,4,3,3,1,4,4,2,4,2,4,1,4,4,1,4,2,3,1,4,4,2,4,2,3,1,4,4,1,2,2,1,1,3,5,5,4,5,4,5,4,4,5,4,5,5,3,1,3,3,2,1,5,2,3,22,Mathematics,Fourth year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S121,specs,56,B,6,2,3,5,3,2,5,5,4,3,4,2,2,3,4,4,3,4,2,1,4,4,4,3,3,2,2,3,4,4,3,3,2,2,3,4,2,1,1,1,1,2,5,5,4,4,4,5,4,4,4,4,4,4,4,2,2,2,2,3,3,2,3,19,biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S122,specs,58,C+,3,5,2,1,1,3,1,3,2,5,5,4,1,5,5,4,5,5,5,1,5,5,4,5,5,5,1,5,3,3,5,5,5,1,5,5,2,1,1,1,1,5,4,5,5,4,4,5,5,4,4,4,5,5,2,1,4,5,1,1,4,2,5,19,Chemical Engineering,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.),Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S123,specs,82,A,6,1,2,6,6,1,6,4,1,2,5,1,1,1,2,5,1,5,1,2,1,2,5,2,5,1,3,1,3,5,5,5,1,2,1,2,5,1,2,4,2,1,5,4,2,2,1,3,3,2,3,3,3,1,5,4,1,2,3,5,2,5,1,19,Biomedical Engineering,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S124,specs,68,A,6,6,6,6,3,2,6,6,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,2,2,2,4,4,4,4,3,2,3,2,3,3,4,4,2,5,5,1,1,5,4,4,4,1,19,biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S125,specs,56,A-,7,2,2,6,5,1,5,1,1,2,5,2,1,4,4,3,4,4,3,3,4,5,4,3,3,3,1,4,5,3,3,5,3,1,4,5,4,3,2,3,1,2,5,5,2,4,2,3,3,2,3,3,4,3,5,2,1,2,4,3,3,3,4,19,pre-med,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
